A_k,Distance,H_absolute,J_absolute,K_absolute,K_apparent,Teff,[Fe/H],logg
0.0853743,nan,nan,nan,nan,10.544,5012.99689314,0.29604883252,2.88067304959
-0.067014,0.5378149543607281,-1.3442265297975435,-0.9172295358371577,-1.4161643697455444,7.237,5225.23535175,-1.37272761189,2.39186659518
0.222156,7.3437274503397925,-5.184569713408305,-4.346211418216194,-5.438738752043044,9.113,3605.87584909,-0.0769229561483,0.599235647458
0.3672,2.930353775827979,-4.303825384610615,-3.7158673072674935,-4.408800275175066,8.293,3472.7362292,-0.0963186710964,0.454676919807
0.753678,1.1187926204046255,-3.153305509763105,-2.5868568354760435,-3.2504259654364915,7.747,3425.53447432,-0.36698081998,0.316186721982
0.235926,3.628588284654518,-2.4952185046081183,-1.8614441534314143,-2.61261447031346,10.422,3969.0266272,0.124398885706,1.5796708838
0.250615,5.950220913346259,-3.4060631422613943,-2.749353227122249,-3.529280450211011,10.594,3856.30860989,0.0465272598887,1.23405549997
0.313956,10.858584841503228,-5.767580653662851,-4.894743056975766,-6.02982214487676,9.463,3543.99080785,-0.336958015072,0.31475019803
0.347922,nan,nan,nan,nan,8.452,3538.20911249,-0.370864849893,0.0991851312394
0.373626,7.981395349491334,-6.114648761617088,-5.222300778216989,-6.430020118163372,8.454,3403.53342553,-0.236680802345,0.142720519174
0.219402,6.646272014760091,-4.051667890760648,-3.369663010035633,-4.176292559293509,10.156,3878.18541448,-0.348599116087,0.954807099199
0.162486,8.215868281776865,-4.7934781703742715,-3.9614276947618636,-5.023753339803444,9.712,3690.9148425,0.0178765986365,0.834254074225
0.155142,4.39740290554618,-2.6851997268748176,-1.9914685974231456,-2.834123295165919,10.537,4148.89137227,0.299761370604,1.81425172492
0.19737,4.271331595953046,-3.465626393121738,-2.8180643192006416,-3.5891864414264583,9.761,3771.23886609,0.172490663682,1.17567878972
0.101898,1.2839203284226501,-2.8031042646399387,-2.1861505198070716,-2.9135883756737635,7.731,3854.3901004,0.106269404953,1.32510824143
0.577423,nan,nan,nan,nan,8.425,3371.5630123,-0.502794997035,-0.246778263755
0.493884,nan,nan,nan,nan,7.671,3387.66073808,-0.495793977311,0.0674150118085
0.24786,2.651690507117649,-3.2614368503832547,-2.6745176380414613,-3.364474169375212,9.001,3619.63264809,0.0561537446972,0.857043300548
0.272646,7.923169159748624,-5.038097929882053,-4.191533270420842,-5.26614064108765,9.501,3693.73020347,-0.149073043793,0.722241086272
0.162486,8.648496847468314,-4.359166144718422,-3.5948231631171774,-4.487189157221414,10.36,4115.37235642,-0.665824260591,1.07106636032
0.10098,nan,nan,nan,nan,10.529,4733.31751704,0.394370245991,2.46824723247
0.309367,8.398101692808629,-6.381765197838096,-5.481198096818655,-6.615272646078695,8.315,3453.10522009,-0.136640471012,0.0854107811452
0.434214,nan,nan,nan,nan,8.614,3510.97231742,-0.759128313351,-0.0309005696728
0.0146877,2.068590183653392,-1.2523951570147929,-0.8246685630858224,-1.3240599971976683,10.269,5218.3058781,-1.30495159447,2.43380852894
0.302022,5.639096542304072,-3.2088707195753785,-2.5623506091617307,-3.321069649241659,10.737,4199.82723751,-0.903826004617,1.15949346633
0.256122,9.356927961810513,-5.177044670707356,-4.327272037699572,-5.4057884294677025,9.706,3689.45943467,-0.217406946023,0.643138123933
0.171666,7.934402907115598,-5.488106708969733,-4.613548740998201,-5.72923725034923,8.94,3626.38363887,-0.296071545173,0.506499756314
0.265302,5.819825313318334,-3.8435272723510527,-3.1527825719409264,-3.9968517457576214,10.093,4149.78902939,-0.629218869531,0.933267358757
0.0660955,3.1907931216245355,-1.8616950042308464,-1.2443551377937776,-1.9705887358696825,10.615,4457.24582988,0.116814891536,2.18886422006
0.2754,4.762720611320308,-5.397650051888441,-4.529948782341348,-5.659675529308177,8.005,3567.98186787,-0.154586781951,0.55074304284
0.308447,nan,nan,nan,nan,8.645,3436.36576678,-0.319554941943,-0.0215282365221
0.255204,4.8802501744304445,-4.749248009323922,-3.9385764272541826,-5.001414428240788,8.696,3700.93065675,0.199854629589,0.803759236689
0.22032,2.4325696572885573,-3.329085531943734,-2.7516321490186955,-3.4296464262906565,8.721,3543.93507824,-0.0461544430667,0.661129058355
0.448902,nan,nan,nan,nan,8.007,3484.09480084,-0.645843665139,-0.0555303934861
-0.168912,3.1887262498346485,-1.9433962563461817,-1.4664855015849805,-2.0170861846605086,10.501,4768.04156141,-1.78472753134,1.74921468978
-0.0761934,1.6114409907264142,-1.1598539710105953,-0.714141677335969,-1.233072033662747,9.803,5104.73602829,-1.50190209756,2.44596145057
0.0541619,nan,nan,nan,nan,10.289,4752.07174171,0.525704596189,2.71156549996
0.23868,13.42939952412854,-5.305487199048601,-4.443351425776694,-5.505962971315405,10.373,3755.89604041,-0.433498414103,0.607290914259
0.246942,4.619916962836943,-2.902921526958422,-2.262702604294889,-3.0081128486618027,10.562,4292.78530548,-0.837962467241,1.38609735377
0.181764,4.239408532013081,-3.155467326551944,-2.544045191302826,-3.2662903475851075,10.052,3759.65262359,0.172762119936,1.16991552528
0.323136,1.2737030673421104,-2.1943713186372165,-1.6309192429575903,-2.2804769734144723,8.568,4216.74629967,-1.35290845765,1.25204495487
0.375461,7.02651250110304,-3.8037160328033273,-3.046673010675995,-4.003160116323346,10.606,3872.16120893,0.292183088372,1.27390187374
0.149634,8.589370470963697,-5.172714453268497,-4.319970035821489,-5.375440674217083,9.444,3762.9322496,-0.355603020406,0.666320174036
0.467262,nan,nan,nan,nan,8.862,3635.57638959,-0.847644470175,-0.078127020269
0.179011,5.57749669330494,-3.867849262044245,-3.21432932213756,-3.985207607392694,9.926,3903.48061691,-0.438725432578,0.934858685831
0.300187,7.238532306957127,-5.307133417266327,-4.499212797853452,-5.5354395854012255,9.063,3896.41661889,-0.450551826225,0.473126687784
0.212058,3.549071222176456,-3.206949427620453,-2.5494031243985984,-3.3306315739257073,9.632,4019.65647365,-0.542648333911,1.14018830893
0.191862,5.167210553752783,-4.652376901656192,-3.8122923499454777,-4.876142792796922,8.882,3688.00446946,0.0468305739388,0.921969406216
-0.0312124,2.0231613517015923,-1.394072575888496,-0.9535279938469403,-1.4681526006046095,10.062,5155.39730162,-1.48016897262,2.37494122323
0.31212,3.6547722036813086,-3.051684173180674,-2.4353292604862338,-3.1634215661585356,9.963,3792.0953967,0.149312434748,1.22013879904
0.200124,5.7014034569124155,-3.515893143101478,-2.766859427558766,-3.7020328735971875,10.278,3925.10951873,0.298959771835,1.43255050407
0.0514086,nan,nan,nan,nan,10.685,4567.0629326,0.365190892991,2.4848192153
0.194617,11.89031823405574,-5.199809241021026,-4.3814617751967955,-5.447584391447053,10.123,3672.43717396,-0.20930261975,0.499444130699
0.203795,4.829540726136355,-3.8408455634536947,-3.2377125443241335,-3.9493241635004472,9.674,3617.49088615,-0.0274316590242,0.760111618475
0.185437,13.3847517682179,-6.170359227060593,-5.289821049115522,-6.434488606156834,9.384,3582.82377159,-0.1965363771,0.185658531351
0.177174,4.956740394567395,-2.8410195430511562,-2.204323428278321,-2.9511548683211237,10.702,4192.90928799,-0.810188753969,1.27674834146
0.170748,4.816872280325128,-3.4969814086104165,-2.841265950495936,-3.6205736556064325,9.964,3997.51860261,-0.741921510192,0.925334088025
-0.117504,2.0464876122339963,-1.063365432302733,-0.6219046576522603,-1.1360456006242485,10.419,5059.54053691,-1.51980175121,2.44467238938
0.263467,5.432796651844521,-4.503280932434732,-3.86745006944773,-4.617584249046229,9.321,3716.85052656,-0.437584619469,0.590022878029
0.228582,6.367823141982865,-4.951429103488221,-4.111639641791184,-5.196536964659731,9.052,3637.03271203,0.0146108202749,0.760126469216
0.127602,2.5540874420660398,-1.847386157827679,-1.3256015009283426,-1.92278080871821,10.241,4453.11628094,-1.50386752341,1.57348627862
0.148717,5.773109128183873,-3.5596421542885004,-2.8073980329960886,-3.7387658348863066,10.217,3951.20760611,0.211222069465,1.4188464202
0.515916,nan,nan,nan,nan,8.166,3442.15894266,-0.575501842183,0.0510923028303
0.102816,3.2661603927200558,-3.5219593682518893,-2.79349292651358,-3.7000035400358167,8.973,3989.8722763,0.156084235745,1.36337565581
0.351594,3.1912773992239263,-2.1807769111531012,-1.5979935077357497,-2.267416782666202,10.604,4491.14130471,-1.03541569053,1.69690479009
0.236844,6.041172155000365,-4.855203156536138,-4.042576797025201,-5.1164500598767475,9.026,3706.02108342,0.198122133905,0.762857339407
-0.13311,2.3637475827907326,-1.6939276122708196,-1.2290363916083202,-1.7670054886812736,10.101,4815.89508591,-1.71424401043,1.93381753679
0.305694,nan,nan,nan,nan,8.501,3534.41420372,-0.694945945283,0.0663507056496
0.186354,9.26134676500669,-4.987407348142853,-4.190093881029745,-5.194724727190372,9.825,3784.33553945,-0.41960377216,0.588333301449
0.534276,1.3346164910726759,-3.643750191989777,-3.081649462018238,-3.7400584343496313,7.421,3365.25479407,-0.324349522871,0.141620129505
0.31671,4.786075861653318,-2.8995511554905584,-2.264991042816404,-3.016607890564189,10.7,4056.74759451,-0.895703147957,1.03578019079
0.168912,6.634470066810999,-4.850204003710133,-4.031355648295625,-5.097943194969041,9.18,3628.84289461,0.0968460079178,0.746603932093
0.377298,nan,nan,nan,nan,7.64,3458.46531986,-0.6121494151,-0.0205239749109
0.126684,nan,nan,nan,nan,8.53,4180.35933605,0.316302954408,1.75379636997
0.244188,4.461752439240164,-4.092689969530776,-3.421951072691039,-4.226715348727666,9.265,3665.88724367,0.110000602006,0.936400557401
0.148716,3.1249487479128275,-2.9511988869075885,-2.3231160596791716,-3.0669304945105935,9.556,3824.00220895,0.234161047007,1.3397874967
0.29376,nan,nan,nan,nan,7.968,3416.51586996,-0.613669368068,0.0697769185957
0.16065,5.551999938288494,-3.999675642017511,-3.24135322419532,-4.198897263097676,9.684,3884.27160649,0.110285694312,1.10490785822
0.1377,3.7985680071062515,-4.045093806857893,-3.3579803148786422,-4.183799530687939,8.852,3701.28177041,0.107521374693,0.994759896391
0.101898,7.539257613084887,-4.58966383931874,-3.7878561584316444,-4.810540916076889,9.678,3731.06924979,0.0218309409347,0.83522507188
0.212976,9.787825356640326,-5.534273556099018,-4.699624052113764,-5.788407058341511,9.378,3604.728719,-0.359080181312,0.34554719618
0.262548,5.102133663247557,-5.013049314550439,-4.19640496989106,-5.272307159305418,8.529,3616.56661943,0.0331073217824,0.624347105671
0.33048,5.434755189391446,-5.819444254913668,-4.9592268845038765,-6.13137992951637,7.875,3522.45473185,-0.0776126935064,0.295695093864
0.131274,4.191733846375876,-2.8734588281250204,-2.1497231508758383,-3.0342424968823174,10.209,4050.00378732,0.263572982676,1.73760386531
0.201043,7.547978776794016,-4.760095172662011,-3.923508567945988,-4.978196351784681,9.612,3724.09988798,-0.0513155428436,0.859444312628
0.536112,2.125364360926287,-3.9536124176665446,-3.3850939679384036,-4.051278969284675,8.122,3417.0754496,-0.385091348206,0.14743962826
-0.0624248,1.5824836905301007,-1.1650759011424363,-0.7322954367949063,-1.2376962138283834,9.759,5194.77549638,-1.43055350012,2.47076996928
-0.0624239,2.1058819823081225,-1.1450552798989424,-0.7051392003158439,-1.2181701441511368,10.399,5163.76075534,-1.46665911765,2.47910291992
-0.195534,1.2989973297127837,-1.381569868292195,-0.9275355310678438,-1.45604129157686,9.112,5067.01861175,-1.5159716224,2.34363330243
0.126684,2.607170996947691,-3.237726850296422,-2.545904611735085,-3.3935315812259943,8.814,4257.88908448,-0.0628955756388,1.37892946393
0.173502,nan,nan,nan,nan,8.729,3673.77013204,-0.927592383887,0.112398439908
-0.147798,1.6935030316602946,-1.170206915781106,-0.743411169272627,-1.2429298922140175,9.901,5219.23229174,-1.40515568121,2.46790792959
0.346086,5.8014110332436255,-5.466072609622396,-4.630979916416326,-5.7607541828333195,8.403,3499.14752008,-0.0385292510544,0.40427010079
0.305694,6.621376305198429,-4.996159814380063,-4.17845475468608,-5.262435351751521,9.148,3602.86534923,0.109120676349,0.652840050278
0.265302,3.224884849256277,-2.5208777129959867,-1.8565782564850308,-2.6598730596232323,10.148,4257.12588907,0.253804327587,1.84737883053
0.157896,5.375479362443554,-4.3303321503152405,-3.5422010608824706,-4.551981994269643,9.258,3801.8829586,0.192063394407,0.994291645387
-0.07344,2.299138723149707,-1.2737977268367426,-0.8256806462325087,-1.3468258804456565,10.461,4987.7957739,-1.57346169223,2.30361768239
-0.0945538,2.5682168418840017,-1.5738783034397752,-1.1325515961905337,-1.6481584483429137,10.4,5154.43679989,-1.4905496571,2.29869925539
0.355266,7.241783637245981,-5.826785991416824,-4.968168800256148,-6.099493726297643,8.555,3583.98661735,-0.372892348711,0.26743160627
0.0963904,3.786760208561392,-2.701634757984748,-2.0662540805573864,-2.820729424421414,10.167,3915.48989119,0.231714735642,1.51452889034
-0.136782,2.2243079075388743,-1.2109484346580537,-0.7638609735090399,-1.2839745289591356,10.452,5043.65103693,-1.53840757415,2.37326959024
0.213895,nan,nan,nan,nan,9.2,3802.40455386,-1.03002644994,0.144295269735
0.287335,6.842669014177565,-4.539632902002699,-3.7331075741226254,-4.776462666521992,9.687,3763.97588955,0.258333710475,0.92998703068
0.0284581,nan,nan,nan,nan,8.443,4953.56348316,0.278113425601,2.73225156341
0.159732,2.7095913457080805,-1.774709813550969,-1.1598254652153122,-1.88225098262554,10.442,4468.16727122,0.136008452759,2.22825302369
0.195534,7.652613751884886,-4.424241940486095,-3.6046265202051693,-4.627582969327093,9.987,3781.19660278,0.0401311130525,1.02088829886
0.131274,5.86445658303307,-4.927013005265818,-4.111221184284442,-5.191412876866331,8.781,3644.55043162,0.150771537998,0.702183713839
0.22491,6.523105710735614,-5.3140252846214375,-4.465388418807855,-5.593182082875472,8.704,3537.39798598,-0.00842332417798,0.563449021114
0.288252,8.98068858595644,-5.92193184120775,-5.050906644206265,-6.225800185350023,8.829,3520.63569883,-0.17524496763,0.250864666724
0.213894,3.4234011738801673,-3.1781340352045664,-2.5760649972718905,-3.285182976252551,9.601,3738.95138281,0.0567999983935,1.05688695418
0.249695,5.511641460141765,-4.290235130226006,-3.5032707354748513,-4.511099791825041,9.445,3771.53834267,0.217146764961,1.01599911202
0.135864,5.9184086557949085,-5.1476222437267065,-4.337401256220711,-5.377888745682169,8.619,3793.51386651,-0.338698209011,0.506914910767
0.145962,6.869813931673115,-4.538678690984102,-3.787701199658368,-4.721686871948439,9.609,3938.58936091,-0.532457385476,0.727438811392
0.312119,5.603025363400493,-5.805140117202358,-4.919855174458643,-6.101231942036168,7.953,3445.54777162,-0.149414761362,0.33865619872
0.2295,8.727346312961297,-4.57890327926267,-3.7569699607927314,-4.780911048519289,10.153,3791.89047859,-0.0475818585279,0.93712196471
0.135864,nan,nan,nan,nan,9.707,4005.41679937,0.353937285716,1.60054909245
0.202878,8.859438752965284,-4.877548666564201,-4.066565890952117,-5.099909050625609,9.84,3716.78873457,-0.1568464391,0.683703398456
0.398412,nan,nan,nan,nan,8.453,3554.81571325,-0.740981315525,-0.159394389398
-0.177174,2.6708372698473424,-1.2222499053282139,-0.7909393231976003,-1.2952371395447346,10.838,5197.20254621,-1.44522840387,2.44679994417
0.279072,7.575986222581405,-5.324058105622444,-4.462068712654444,-5.581267881017325,9.095,3590.44907519,-0.14091495149,0.586858100907
0.154224,3.506914726789882,-2.65384230615896,-1.9937102983021049,-2.7898500291011885,10.089,4274.92141164,0.0638756843599,1.70599886283
0.126684,5.395811403805947,-3.17693905122861,-2.4711398457899563,-3.3379678083001307,10.449,4088.69205892,0.168021337607,1.53841080206
-9999.99,2.7998415690039704,-1.3880036180873676,-0.934582832400539,-1.4626672859003624,10.773,5087.5552567,-1.52123624633,2.35870063943
0.147797,2.9690823941833258,-2.0059454590708015,-1.395946751318377,-2.11490824874588,10.396,3913.78543062,0.115695715639,1.65887442265
0.179928,3.5213160415791562,-2.1044149534554926,-1.5031368230918336,-2.2004530258824544,10.713,4341.33231127,-0.8106948365,1.66650875286
0.134029,3.699805929571054,-2.229913263865253,-1.6308701686978404,-2.324923720433799,10.65,4311.64833275,-1.02492487983,1.50774857913
0.167076,1.6946504760805068,-1.2868325901653306,-0.8481094622006229,-1.3544766897971314,9.958,4713.3653507,0.290929114217,2.41196818254
0.0633413,9.58857171922179,-4.232472422453402,-3.437936882316791,-4.396110904853963,10.576,3952.69109671,-0.200687696391,1.11345987905
0.187272,6.796612603837401,-5.43745912561153,-4.621995447435717,-5.670734582647606,8.678,3813.55554092,-0.51723015923,0.381471954062
0.254286,5.012185212818368,-5.70831950848507,-4.859531927796507,-6.01542155444656,7.739,3455.74991369,-0.115012191347,0.293373861921
0.209304,nan,nan,nan,nan,10.315,4027.48905926,0.37829064091,1.52734354129
0.157897,nan,nan,nan,nan,9.522,4251.95977222,0.329121697643,1.69366632008
0.095472,4.066203835590511,-3.349826895779915,-2.6223285885649963,-3.500417728437425,9.641,4093.49100709,0.022023628283,1.51419797568
0.304776,8.760093390445158,-5.736381863367945,-4.8822495234136625,-5.94831968080547,9.069,3701.4795839,-0.652481078652,0.330493066344
0.07803,3.6534752963706523,-2.1613782754838264,-1.6700542522333,-2.236560875655148,10.655,4753.53507224,-1.77643921933,1.66741060732
0.124849,10.007011706254204,-5.596209612164921,-4.7284518053624565,-5.786371039125235,9.34,3766.20071094,-0.613095660259,0.471891231093
0.193698,10.994895446986224,-5.292630618505991,-4.444168558207547,-5.539653519546874,9.86,3624.54765417,-0.182112120413,0.556533443226
0.149634,2.405150040539905,-1.8586199269040191,-1.2266947392404983,-1.9733448707966654,10.082,4161.63462771,-0.229122535421,1.8919207235
0.160649,6.577168979130963,-3.6286116609213224,-2.8832622954364315,-3.8188439989886986,10.432,3955.84817041,0.283992395209,1.35419823185
0.434214,2.8261211116614366,-2.4370846636623744,-1.8405889776294575,-2.5301678466554263,10.16,4348.80853361,-1.07073530138,1.42464303012
0.10557,nan,nan,nan,nan,10.593,4288.01188077,0.312801351252,1.78816767863
0.0853743,2.9045160495419378,-1.4160842099676139,-0.9659771255167047,-1.4907432030425456,10.91,5115.1070214,-1.52255305188,2.36534088127
0.0963904,4.048886237897436,-2.547890106527612,-2.043452642339063,-2.6270682725461008,10.506,4804.90049998,-1.7480031235,1.66996378846
0.0945536,nan,nan,nan,nan,8.759,4113.48708243,0.275880135209,1.45136960418
0.147798,10.192205799816733,-5.376859838879339,-4.5520619955586294,-5.6261389215136886,9.563,3676.14631317,-0.31473498219,0.422517999108
-9999.99,2.2153483262538094,-1.3973417217997202,-0.9717642175694761,-1.4672101071441817,10.26,5240.65476657,-1.24960470042,2.37175459216
0.153307,11.836743069580601,-5.90804223253994,-5.038512086424751,-6.087468104210879,9.432,3779.40079241,-0.840265992843,0.345890771485
0.170748,7.5667606052191525,-4.597039619063146,-3.7731365721626453,-4.75829797056669,9.807,3919.90298623,-0.382021259369,0.959821625502
0.359856,4.7404561598606385,-5.5609966565372915,-4.707007607364588,-5.846956672693611,7.892,3499.41353491,-0.115115717267,0.404448131175
0.138618,6.02317078877162,-4.37165114174109,-3.5534880471725696,-4.5847438894619685,9.453,3741.65357784,0.143305133923,1.04831031389
0.210222,8.179262572169703,-4.804322569644741,-4.03791140418045,-5.001792751074133,9.772,3887.56132074,-0.568619445813,0.569888876172
0.0459001,nan,nan,nan,nan,10.237,4660.11174591,0.485376888304,2.43466182534
0.131274,6.6974103652782535,-4.128720059014323,-3.340591523394621,-4.330808549717368,9.93,3819.29530936,0.183971804304,1.14763788304
0.0899644,1.140622638917394,-2.452255054188307,-1.7920628258482159,-2.5636743357515193,7.812,4366.22565921,-0.142827746716,1.92858248877
0.0670139,2.266593239173927,-3.1701921345162507,-2.4719278262653126,-3.310881845069389,8.533,4181.93397081,-0.0275527470735,1.56920448119
0.150552,3.8904018315368427,-2.4853796908190704,-1.8763156818072246,-2.593524305094144,10.507,3843.61588185,0.179906794604,1.4146295634
0.172584,8.715450798469156,-4.3889875350272005,-3.6289264805212036,-4.515033277496421,10.359,4130.46568908,-0.710756732145,1.05887404374
0.101898,2.6614198826433433,-1.6668812173415521,-1.1486149586645849,-1.755464985176577,10.472,4543.36538303,0.297373150708,2.24671700899
0.135865,6.997615209448449,-5.635770562424131,-4.796899536308494,-5.871615287327893,8.489,3648.2942589,-0.527460231737,0.310699623944
0.0165236,2.127963448277008,-1.2982163000839444,-0.8596252223249142,-1.37134441936521,10.285,5166.83500631,-1.46114613063,2.41483608436
0.55539,nan,nan,nan,nan,7.394,3387.02351815,-0.613976596473,-0.140066878
0.213894,7.156312422438105,-4.730067730308098,-3.913087764104823,-4.958340461306673,9.529,3694.79514071,0.0367660627819,0.811482048645
0.10098,11.641653900532035,-4.814382717290261,-4.03797534067819,-4.949053419116666,10.482,4066.53755689,-0.774813487657,0.849587957625
0.277236,8.047800767176023,-5.8782266519021595,-5.01562348962634,-6.195622081857547,8.61,3433.58970829,-0.14787096847,0.230702074712
0.130356,7.982632262635382,-3.9750488557014014,-3.227926116977537,-4.166086615046979,10.475,3942.21136767,-0.0267492155553,1.06234993762
-0.141371,0.8774502711278809,-1.627737918888793,-1.1972585322145635,-1.6991125625170158,8.017,5216.2459612,-1.38873114982,2.26756244319
0.0982254,10.043050411540518,-4.408350691104997,-3.676814169059898,-4.537553613292813,10.57,4059.4130761,-0.748944226267,0.950861739824
0.313038,5.645734268761751,-5.489669410624793,-4.6446334499853705,-5.776640165435719,8.295,3494.32198854,-0.0695375699534,0.418883448429
-9999.99,2.335234673672785,-1.1129522659479225,-0.676389142779176,-1.1856526522622457,10.656,5180.25258725,-1.41428350624,2.49273376443
-0.03672,2.4715254371056536,-1.8695831005535286,-1.3909818470563935,-1.9418254230387448,10.023,4630.18127651,-1.8113839502,1.61437425237
0.256121,5.511344912877165,-3.7393638936366385,-3.079520515670716,-3.863408955210796,10.099,3994.22788076,-0.76636749187,0.867639141702
-9999.99,1.7031738546724868,-1.263564241408506,-0.8145809941425006,-1.3372949082544896,9.819,5104.98811149,-1.50894682782,2.41374712698
0.0881285,7.26833026335295,-4.480945513886011,-3.6941308968375535,-4.687301764267657,9.708,3801.39703563,-0.0746273244298,0.880738555486
0.21114,11.477137934597717,-5.201499017742681,-4.381157743367642,-5.456308005562533,10.054,3663.5465735,-0.150258485521,0.51305821132
0.22491,6.2439173610723175,-4.025040464757122,-3.243937286004695,-4.216195732467767,9.986,3778.81344261,0.189523163485,1.18786365239
0.184518,8.38884785122415,-4.468002672954147,-3.657759059379193,-4.620029588282136,10.183,3965.85676397,-0.447600708404,1.01948520894
0.168912,6.017923562301479,-4.737991163848999,-3.9156308249004295,-4.979145335862532,9.087,3654.44411321,0.144705808561,0.848235729887
0.364446,6.126254800345046,-5.566119464382412,-4.709814369451952,-5.861421279103162,8.439,3470.59064101,-0.0493637897233,0.414726743137
0.42687,2.4361810400356645,-1.9703744186938272,-1.3561224168694193,-2.0804177945312,10.28,3936.3746931,-0.369205887181,1.60178512683
0.0495718,nan,nan,nan,nan,8.423,5016.18297879,0.438191215179,2.73206034094
0.187271,4.415673795575463,-3.0859102827276845,-2.382140825865667,-3.2062559137163844,10.206,4247.62966805,-0.273821028407,1.64591369894
-0.217566,1.1079329237666462,-1.5885461812660595,-1.1262880106214452,-1.6605673411325836,8.562,4691.12924861,-1.76054713851,1.83641622288
0.0679323,6.505244298223433,-3.4055016462488936,-2.671539912316469,-3.5532503535873015,10.581,4094.80947373,-0.0370587735309,1.49414820185
0.0973079,9.646201613819523,-5.088640361489078,-4.268640998577005,-5.246089574024203,9.773,3927.13501996,-0.644257167812,0.718238639332
0.186354,5.072700033405971,-3.136713458930692,-2.5050608677752204,-3.252549908582643,10.46,3820.28526542,0.138342280708,1.25497257919
0.187272,8.49652272488897,-4.313752906724726,-3.539481696302341,-4.524478116586811,10.309,3853.65069242,0.0279675861606,0.935594172297
0.427788,3.558633894049402,-6.023981734846584,-5.131901241113636,-6.325204554275254,6.859,3413.87170604,-0.234483187978,0.199276671137
0.199206,8.84465653924682,-5.563176206186611,-4.693532917150894,-5.835610864009369,9.097,3540.40610425,-0.173713212598,0.454163473895
-0.0780301,3.2790574989856607,-2.3502748601292325,-1.8601520511183085,-2.428745160921157,10.15,4847.4209369,-1.74572022698,1.77690089016
0.170749,5.391012345310099,-3.0661919158711157,-2.3724311798584505,-3.1881006317771217,10.641,4197.43371271,-0.369581718019,1.5474177043
0.13311,7.955093970737881,-4.135533458645054,-3.345049939249918,-4.337336570907269,10.299,3816.06280556,0.181114560393,1.14589692827
0.166158,8.15564213427076,-3.843882729964178,-3.0891461009302605,-3.993448804436053,10.73,4057.11785058,-0.172755741844,1.28807227938
0.274483,5.630968050922932,-5.092089049564085,-4.249542756820708,-5.356398316204925,8.671,3577.83784814,0.0437969872963,0.683256856063
0.28917,5.917135191799776,-6.083579390256998,-5.194550564579117,-6.379727459687337,7.77,3430.89291912,-0.322384493519,0.149161738861
0.246942,7.255803848928385,-5.829969395474193,-4.969868996738488,-6.139369668165738,8.411,3487.7486733,-0.160302733282,0.263249111043
0.135864,nan,nan,nan,nan,10.473,3980.02898601,0.368827223601,1.50848693036
0.165239,7.525749565298622,-4.0356658738742635,-3.2570571987410566,-4.235987810938023,10.312,3836.91292644,0.210474975628,1.18595399996
0.196453,9.78783085832275,-4.6717453160533955,-3.8550331749987703,-4.8368852789137815,10.313,3918.74351798,-0.374007271086,0.906331766468
0.153306,9.988301047739338,-4.788328125024845,-4.00328708190651,-5.00276411763647,10.148,3810.04346922,-0.300391771222,0.638278359158
-9999.99,0.4766890558691024,-1.316821713041983,-0.8636037943579135,-1.3911759061611328,7.0,5096.55884532,-1.47747441678,2.39477907411
-9999.99,0.7692759691395908,-1.232333587482391,-0.7872324177085441,-1.3054108301786107,8.125,5142.21300257,-1.45358268233,2.4431693669
0.14688,5.898593619786829,-3.4050656219148148,-2.678457750153759,-3.5826223836567768,10.418,3996.7770966,0.245783280264,1.44126802108
0.157896,nan,nan,nan,nan,9.023,3752.88909477,-0.878575127425,0.14121866746
0.0936353,nan,nan,nan,nan,8.973,4546.68496056,0.326671491114,2.2349644994
0.425953,5.491360109888173,-5.671631000071915,-4.825121606143612,-5.976352623035359,8.148,3456.6790566,-0.106119604346,0.308284262229
0.171665,4.471256349123886,-2.9286105457754563,-2.315712540338188,-3.0378128492489394,10.386,3865.29539908,-0.296038991947,1.07952431603
-9999.99,0.5303180745804085,-0.9176433571678325,-0.5065662663116896,-0.9876821461223632,7.635,5317.35470094,-1.32465010909,2.56556134216
0.32589,2.4789888380722522,-3.687049869707894,-2.941712487048836,-3.8772628565608867,8.42,4010.01114936,0.228019654865,1.30615842738
0.261631,6.217154362538086,-4.814995454434715,-4.002782994855293,-5.066589251885222,9.163,3661.53363382,0.134207706375,0.748342730495
-9999.99,2.9866467107795853,-1.3914215541667403,-0.9417989811367897,-1.465919265626497,10.91,5117.51872384,-1.52683192328,2.37547225056
0.294678,5.9323965159164125,-5.693285445712751,-4.844309533036595,-5.994828855847261,8.166,3545.19449822,-0.124804252169,0.330390000142
-9999.99,1.5562719978628632,-1.1504099494558584,-0.7052795344448206,-1.2234275161201333,9.737,5070.65678441,-1.52095130932,2.41815671465
0.140455,9.711839941753984,-5.282693441421152,-4.4714678843965086,-5.506962581492694,9.57,3757.69736421,-0.481328106081,0.436871777501
0.756432,3.5661962459022654,-4.350348932405847,-3.5411133662832714,-4.557458192468365,8.96,3776.87004031,0.130455400597,1.0477917145
0.703188,2.3831675088994686,-3.8203509227733754,-3.244749253444553,-3.9199608462978994,8.669,3535.72184976,-0.502431633343,0.259612883399
0.500309,3.0741237148182528,-2.9350703748298357,-2.344244658350344,-3.038915706159808,9.9,3673.92455872,0.047499272211,0.985333828394
0.384643,3.78619108242496,-3.548711813812052,-2.889394722566373,-3.6766556413092997,9.599,3779.01394931,0.159970466221,1.17660189169
